budget,year,revenue,vote_average,title,runtime
40000000,2005,46442528,6.3,Get Rich or Die Tryin',117
40000000,2005,31670620,6.7,Rent,135
25000000,2005,0,4.3,Nomad: The Warrior,112
39000000,2005,38869464,7.4,Serenity,119
35000000,2005,68915888,5.5,Guess Who,105
35000000,2005,86369815,5.8,Sky High,100
30000000,2005,58405313,5.8,Must Love Dogs,98
40000000,2005,68766121,5.5,House of Wax,113
35000000,2005,19478106,5.2,Valiant,76
35000000,2005,19294901,5.1,Cursed,97
30000000,2005,27610873,6.6,Goal!: The Dream Begins,118
0,2005,0,6.3,Dreamer: Inspired By a True Story,106
32000000,2005,60740827,6.9,A History of Violence,96
32000000,2005,85167639,6.2,Transporter 2,87
45000000,2005,92374674,6.7,Four Brothers,109
30000000,2005,192452832,6.8,The Curse of the Were-Rabbit,85
30000000,2005,93772522,5.1,Racing Stripes,102
40000000,2005,117195061,7.2,Corpse Bride,77
30000000,2005,35294470,6,Assault on Precinct 13,109
35000000,2005,25224242,6.8,North Country,126
30000000,2005,15007991,5.1,The Cave,97
30000000,2005,30536013,6.4,The New World,135
30000000,2005,18618284,6.7,An Unfinished Life,108
0,2005,3102550,5.4,Supercross,80
0,2005,0,5,The Promise,98
28000000,2005,186438883,7.3,Walk the Line,136
29000000,2005,21126225,6.8,The Jacket,103
28000000,2005,121147947,7.7,Pride & Prejudice,135
26000000,2005,109449237,6.2,The 40 Year Old Virgin,116
26000000,2005,57891803,6.2,Red Eye,85
25000000,2005,82466670,6.8,The Constant Gardener,129
25000000,2005,122644820,6.1,Hide and Seek,101
25000000,2005,122489822,6.4,Nanny McPhee,97
25000000,2005,39053061,6.3,The Sisterhood of the Traveling Pants,119
25000000,2005,36351350,5.4,Beauty Shop,105
25000000,2005,27645491,5.9,Ice Princess,98
30000000,2005,42886719,6.5,A Lot Like Love,107
25000000,2005,15431177,6.9,The Greatest Game Ever Played,120
25000000,2005,13411957,7,Lords of Dogtown,107
0,2005,0,5.5,Underclassman,95
25000000,2005,0,7.3,The World's Fastest Indian,127
0,2005,0,5.1,King's Ransom,95
25000000,2005,2405420,3.5,BloodRayne,95
25000000,2005,0,5.9,Where the Truth Lies,107
22000000,2005,57479076,6.1,Derailed,108
22000000,2005,22400154,4.7,Deuce Bigalow: European Gigolo,83
22000000,2005,17709155,7.2,Joyeux NoÇ®l,116
32000000,2005,97918663,5.2,Are We There Yet?,95
20000000,2005,67192859,4.6,Boogeyman,89
0,2005,0,6.4,Pooh's Heffalump Movie,68
20000000,2005,12482775,6,The Weather Man,101
0,2005,0,6.4,Mrs Henderson Presents,103
0,2005,12382362,5.4,The Man,83
20000000,2005,10442808,3.1,Alone in the Dark,96
2000000,2005,5048693,7.1,The Proposition,104
0,2005,0,5.8,The Game of Their Lives,101
19000000,2005,108047131,6,The Amityville Horror,90
15000000,2005,46770602,6,Land of the Dead,93
19000000,2005,144216468,6.3,The Exorcism of Emily Rose,122
0,2005,0,6.2,The Family Stone,103
15000000,2005,51053787,5.9,Hoodwinked!,80
0,2005,0,6.9,The White Countess,135
15500000,2005,1237615,5.5,Slow Burn,93
15000000,2005,47175038,6.2,The Wedding Date,88
14000000,2005,32645546,6.1,Because of Winn-Dixie,106
15000000,2005,85306374,7.3,Match Point,124
15000000,2005,12036149,7,The Three Burials of Melquiades Estrada,121
15000000,2005,15785148,7.2,Kiss Kiss Bang Bang,103
0,2005,0,4.8,Dungeons & Dragons: Wrath of the Dragon God,105
14200000,2005,674918,6.9,Manderlay,139
0,2005,0,5.3,An American Haunting,83
14000000,2005,178043761,7.5,Brokeback Mountain,134
0,2005,0,6.4,The Upside of Anger,118
12000000,2005,0,6.9,Duma,100
0,2005,0,6.5,Fateless,140
0,2005,2945242,6,Romance & Cigarettes,105
10000000,2005,91196419,5.6,White Noise,101
0,2005,0,6.1,Roll Bounce,112
0,2005,0,5.5,The Perfect Man,100
10000000,2005,17297244,6.2,The Matador,96
0,2005,0,6.1,End of the Spear,108
10000000,2005,0,6,Edmond,82
9600000,2005,4386236,6,The Lost City,144
9000000,2005,0,5.5,Trust the Man,103
9000000,2005,1046166,4.5,Undiscovered,97
0,2005,0,8,Star Wars: Clone Wars: Volume 1,69
8000000,2005,852872,5.9,Down in the Valley,112
0,2005,0,5.2,The Wendell Baker Story,99
0,2005,0,5.6,Dear Wendy,105
8000000,2005,2019009,6.1,The Rocket: The Legend of Rocket Richard,124
0,2005,2455831,7,Imagine Me & You,93
6500000,2005,24793509,7.1,Thank You for Smoking,92
10284523,2005,11588205,5.7,Shopgirl,104
7000000,2005,54600000,6.8,"Good Night, and Good Luck.",93
7000000,2005,49084830,6.8,Capote,114
0,2005,0,6.8,The Descent,99
0,2005,0,6.6,The Devil's Rejects,107
0,2005,0,6.3,Wah-Wah,120
0,2005,0,6.7,The Chumscrubber,108
6500000,2005,2025032,8,The Work and the Glory II: American Zion,100
6000000,2005,27165581,6.8,The Protector,108
0,2005,0,6.4,Diary of a Mad Black Woman,116
4000000,2005,152925093,6.3,Saw II,92
4800000,2005,80578934,5.7,Hostel,94
0,2005,0,6.2,A Cock and Bull Story,94
0,2005,0,4.8,Camping Sauvage,80
0,2005,23803308,7.4,Sympathy for Lady Vengeance,115
0,2005,1919197,6.1,Thumbsucker,96
4000000,2005,866999,6.6,Mirrormask,101
0,2005,0,6.7,The House of Sand,115
8000000,2005,127392239,6.9,March of the Penguins,80
0,2005,658573,6.1,Feast,95
3000000,2005,11718595,6.4,Dave Chappelle's Block Party,100
0,2005,10422387,6.8,Water,115
3000000,2005,9879971,6.9,Tsotsi,94
0,2005,0,3,My Big Fat Independent Movie,80
0,2005,0,6.8,Boynton Beach Club,105
8000000,2005,23563727,6.9,Hustle & Flow,116
0,2005,0,3.5,Chicken Tikka Masala,90
0,2005,0,7,Me and You and Everyone We Know,90
2000000,2005,5967038,6.3,Harsh Times,120
2000000,2005,653621,6.8,Inside Deep Throat,92
0,2005,0,6.1,House of D,97
0,2005,0,5,This Thing of Ours,100
0,2005,0,6.1,London,92
0,2005,0,5.9,Yes,100
1500000,2005,11098131,6.9,The Squid and the Whale,81
1500000,2005,712294,6.5,The Ballad of Jack and Rose,111
1500000,2005,0,3.5,The Salon,0
1500000,2005,0,6,Forty Shades of Blue,108
0,2005,0,6.9,Wal-Mart: The High Cost of Low Price,98
1,2005,0,6.8,Fetching Cody,87
0,2005,0,2.3,Neal 'n' Nikki,122
3000000,2005,18637690,6.2,Waiting...,94
1000000,2005,10047674,5.6,Cry_Wolf,90
1000000,2005,13350369,6.9,Transamerica,103
0,2005,0,3.4,Chocolate: Deep Dark Secrets,200
0,2005,0,4.8,The Helix... Loaded,97
950000,2005,7022209,6.8,Hard Candy,103
900000,2005,381420,6.1,The Quiet,96
0,2005,0,5.9,Rize,86
0,2005,0,7.2,Mad Hot Ballroom,105
0,2005,0,6.4,Lonesome Jim,91
0,2005,0,4,The Californians,91
500000,2005,0,5.5,The Dark Hours,80
300000,2005,1750211,6.9,Murderball,88
0,2005,0,7.3,Sisters in Law,104
0,2005,0,5.3,Fighting Tommy Riley,0
0,2005,0,7,The Motel,75
0,2005,0,0,The Blood of My Brother: A Story of Death in Iraq,90
0,2005,0,6.4,"Peace, Propaganda & the Promised Land",80
50000,2005,0,6.9,The Call of Cthulhu,47
500000,2005,0,6.1,Mutual Appreciation,109
0,2005,0,6.2,The Puffy Chair,85
0,2005,0,7.5,Cavite,80
0,2005,0,6.3,My Date with Drew,90
270000000,2006,391081192,5.4,Superman Returns,154
200000000,2006,1065659812,7,Pirates of the Caribbean: Dead Man's Chest,151
210000000,2006,459359555,6.3,X-Men: The Last Stand,104
160000000,2006,181674817,5.5,Poseidon,99
150000000,2006,397850012,6.5,Mission: Impossible III,126
149000000,2006,64459316,6,Flushed Away,85
125000000,2006,767820459,6.5,The Da Vinci Code,149
110000000,2006,574480841,6.3,Night at the Museum,108
150000000,2006,599045960,7.3,Casino Royale,144
100000000,2006,249288105,4.9,Eragon,104
100000000,2006,170877916,7.3,Blood Diamond,143
90000000,2006,289847354,7.9,The Departed,151
100000000,2006,384335608,5.9,Happy Feet,108
85000000,2006,194168700,6.7,The Holiday,136
85000000,2006,197309027,6.1,Open Season,83
85000000,2006,158468292,6.1,The Fast and the Furious: Tokyo Drift,104
82500000,2006,237681299,6,Click,107
80000000,2006,343397247,6.3,Over the Hedge,83
85000000,2006,144000000,5.8,Charlotte's Web,97
0,2006,0,5.6,The Pink Panther,93
86000000,2006,107944236,6,Arthur and the Invisibles,94
76000000,2006,69959751,7.4,Children of Men,109
80000000,2006,660940780,6.5,Ice Age: The Meltdown,91
70000000,2006,154937680,6.6,Dreamgirls,134
75000000,2006,140175006,6.3,Monster House,91
72500000,2006,162966177,6.2,Talladega Nights: The Ballad of Ricky Bobby,116
120000000,2006,461983149,6.6,Cars,117
75000000,2006,42285169,5.3,Lady in the Water,110
70000000,2006,38629478,4.6,Basic Instinct 2,114
63000000,2006,162945894,5.9,World Trade Center,128
65000000,2006,43545364,6.7,We Are Marshall,124
50000000,2006,132180323,7.1,Perfume: The Story of a Murderer,147
64000000,2006,101595121,5.3,Little Man,98
65000000,2006,422610419,7,300,117
50000000,2006,61112916,4.5,The Shaggy Dog,98
60000000,2006,77920346,5.8,The Sentinel,108
0,2006,141702264,5.1,Garfield: A Tail of Two Kitties,78
50000000,2006,49111202,5.7,The Black Dahlia,121
60000000,2006,17800000,6.3,Flyboys,140
55000000,2006,307077295,7.7,The Pursuit of Happyness,117
54000000,2006,130431368,5.4,"You, Me and Dupree",108
55000000,2006,9450897,5.7,All the King's Men,125
90000000,2006,65900249,6.7,Flags of Our Fathers,132
52000000,2006,204999686,5.6,The Break-Up,106
51000000,2006,72779000,5.3,Barnyard,90
0,2006,47231070,5.1,Deck the Halls,93
45000000,2006,184376254,7.3,Inside Man,129
50000000,2006,88715192,5.5,Failure to Launch,97
54000000,2006,132511035,7.7,V for Vendetta,132
50000000,2006,69834815,6.2,Curious George,86
45000000,2006,82800000,5.6,Firewall,105
50000000,2006,97607453,6.3,Silent Hill,125
0,2006,0,4.3,The Tooth Fairy,0
47000000,2006,38085778,4.6,Happily N'Ever After,75
45000000,2006,38399961,6.4,Last Holiday,112
50000000,2006,55181129,5.5,The Ant Bully,88
55000000,2006,65664721,6.2,16 Blocks,105
110,2006,0,6.6,Curse of the Golden Flower,114
50000000,2006,111340801,6.4,Underworld: Evolution,106
45000000,2006,178262620,5.3,Scary Movie 4,83
40000000,2006,120455994,6.7,Eight Below,120
40000000,2006,138259062,5.4,Big Momma's House 2,99
40000000,2006,109676311,8,The Prestige,130
40000000,2006,120175290,7.3,Apocalypto,139
40000000,2006,114830111,6.5,The Lake House,99
40000000,2006,60474340,6.5,Marie Antoinette,123
40000000,2006,23937870,5.1,Stormbreaker,93
35000000,2006,326551094,7,The Devil Wears Prada,109
0,2006,0,5.2,The Benchwarmers,80
35000000,2006,0,6.4,The Nativity Story,101
35000000,2006,12506188,4.9,Zoom,83
35000000,2006,42064105,6.5,A Good Year,118
35000000,2006,10496317,5.8,Bandidas,93
35000000,2006,15304890,6.8,The Fountain,96
33000000,2006,62022014,5.1,Snakes on a Plane,105
32000000,2006,80197993,5.6,Nacho Libre,92
32000000,2006,5914908,5.9,The Good German,108
0,2006,42647449,7.2,Glory Road,118
30000000,2006,53653224,7.1,Stranger Than Fiction,113
30000000,2006,34742066,6.6,Take the Lead,108
30000000,2006,41480851,6.5,Gridiron Gang,125
0,2006,60896147,4.8,My Super Ex-Girlfriend,95
30000000,2006,31070211,4.8,Ultraviolet,87
30000000,2006,35078241,6.3,Miss Potter,92
21000000,2006,480314,5,DOA: Dead or Alive,87
28000000,2006,38159905,5.8,Just My Luck,103
24000000,2006,23321954,5.6,Alatriste,145
15000000,2006,49469904,6.9,Notes on a Scandal,92
27000000,2006,56308881,7.4,Lucky Number Slevin,110
0,2006,0,6.9,The Magic Flute,133
25000000,2006,117719158,5.8,Final Destination 3,93
20000000,2006,33889159,6.4,She's the Man,105
26000000,2006,0,5.4,Unaccompanied Minors,90
25000000,2006,11772461,6.4,The Hoax,116
24000000,2006,155721132,6.5,Rocky Balboa,102
21000000,2006,26193068,7.2,Black Book,145
38000000,2006,29907685,5,Pulse,90
20000000,2006,48548426,3.6,Date Movie,83
20000000,2006,39143839,5.2,The Grudge 2,102
20000000,2006,41237648,5.8,Man of the Year,115
25000000,2006,135330182,6.9,Babel,143
9000000,2006,27105095,5.3,Stay Alive,100
20000000,2006,37597471,5.2,The Covenant,97
0,2006,0,6.3,Stick It,105
20000000,2006,17807569,5.6,School for Scoundrels,100
20000000,2006,13391174,6.1,One Night with the King,123
0,2006,0,3.2,Doogal,85
8700000,2006,7659918,6.8,A Scanner Darkly,100
19400000,2006,0,7.1,The Painted Veil,125
18000000,2006,261572744,6.5,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82
15000000,2006,76286096,6.9,United 93,111
18000000,2006,1831348,6.7,Renaissance,105
17500000,2006,19179969,5.8,Beerfest,110
17000000,2006,57103895,6.4,Smokin' Aces,109
15000000,2006,69623713,6.1,The Hills Have Eyes,107
20000000,2006,21170563,6,ATL,105
0,2006,0,3.3,Larry the Cable Guy: Health Inspector,89
17000000,2006,7314027,4.9,American Dreamz,107
17000000,2006,9500000,7,Running Scared,122
40000000,2006,86915017,7.1,The Illusionist,110
17000000,2006,374743,5.2,Southland Tales,144
16800000,2006,2281089,5.8,Fur: An Imaginary Portrait of Diane Arbus,122
16000000,2006,0,5.9,The Texas Chainsaw Massacre: The Beginning,91
19000000,2006,83258226,7.6,Pan's Labyrinth,118
15500000,2006,0,6.3,Slither,95
15000000,2006,123384128,6.8,The Queen,103
15000000,2006,66966987,5.4,When a Stranger Calls,87
15000000,2006,21000000,6.1,Flicka,95
20000000,2006,22165608,5,The Marine,92
0,2006,0,5.1,Idlewild,121
15000000,2006,10903846,6.6,Black Snake Moan,116
0,2006,0,5.5,Hoot,91
0,2006,0,6.4,Bobby,120
26000000,2006,14821658,6.9,Little Children,136
0,2006,4291965,6.4,Catch a Fire,101
19000000,2006,68673228,7.2,Letters from Iwo Jima,141
13000000,2006,11130889,6.2,The Astronaut Farmer,104
13000000,2006,4857367,6.8,"Paris, je t'aime",120
13000000,2006,2636637,6.5,Find Me Guilty,125
13000000,2006,1151330,6.4,Infamous,110
12000000,2006,114194847,6.7,Step Up,104
12000000,2006,23006849,5.8,Aquamarine,104
12000000,2006,42931041,6.6,Crank,88
12000000,2006,5542025,5.9,For Your Consideration,86
12000000,2006,6754898,5.8,Running with Scissors,116
11000000,2006,88489643,6.7,The Host,119
11000000,2006,72778712,6.4,Jackass Number Two,95
11000000,2006,0,6.2,Copying Beethoven,104
0,2006,0,5.7,Jindabyne,123
7400000,2006,17000000,6.1,Kabhi Alvida Naa Kehna,193
10000000,2006,163876815,6.1,Saw III,108
6000000,2006,57231524,6,Madea's Family Reunion,110
12000000,2006,38368909,5.3,Employee of the Month,103
10000000,2006,0,6.4,A Prairie Home Companion,105
10000000,2006,7177143,6.9,Rescue Dawn,126
0,2006,0,7.3,Peaceful Warrior,120
0,2006,0,5.5,Krrish,154
0,2006,0,6.4,Severance,96
12899867,2006,85582407,7.3,Volver,121
9000000,2006,21510851,4.8,Black Christmas,84
0,2006,0,6.8,The Ultimate Gift,114
5000000,2006,140666,6.1,Opal Dream,86
12000000,2006,20138836,6.8,The Namesake,122
6500000,2006,22889018,7.1,The Wind That Shakes the Barley,124
10000000,2006,0,4.3,Valley of the Wolves: Iraq,122
8000000,2006,100523181,7.5,Little Miss Sunshine,102
8000000,2006,18948425,6.7,Akeelah and the Bee,112
8000000,2006,12671300,6.5,Bon Cop Bad Cop,116
8000000,2006,426224,6.6,Fido,91
8000000,2006,143451,6.3,10th & Wolf,107
7000000,2006,0,6.2,Factory Girl,90
6500000,2006,13368437,5.1,Friends with Money,88
6000000,2006,48027970,7.4,The Last King of Scotland,121
6000000,2006,0,5.9,Come Early Morning,97
0,2006,25,8,Lake of Fire,152
5800000,2006,7000000,4.2,Crossover,95
2200000,2006,11502151,7.2,Rang De Basanti,157
5000000,2006,26888376,6.9,Clerks II,97
0,2006,6538177,6.6,Grandma's Boy,94
0,2006,0,5.2,Keeping Up with the Steins,90
5000000,2006,0,5.8,The Oh in Ohio,88
0,2006,0,3.2,Farce of the Penguins,80
0,2006,0,7,I Served the King of England,120
0,2006,0,6.3,Driving Lessons,98
0,2006,0,5.9,Out of the Blue,103
4500000,2006,0,7,Exiled,110
4200000,2006,0,6.1,High School Musical,98
4000000,2006,31584901,6.4,Scoop,96
0,2006,0,5.5,The Night Listener,91
4000000,2006,4630045,5.5,Let's Go to Prison,84
4000000,2006,13401952,6.6,The History Boys,109
0,2006,0,5.8,Ira & Abby,104
3500000,2006,113783,6.7,Winter Passing,98
0,2006,0,6.4,The Dead Girl,85
0,2006,0,6.7,Bella,91
0,2006,0,3.7,Phat Girlz,99
0,2006,0,5.8,Love's Abiding Joy,87
0,2006,0,7.6,Lage Raho Munna Bhai,144
0,2006,0,5.3,Beer League,86
0,2006,0,7,Valley of the Heart's Delight,100
0,2006,0,4.8,Thr3e,101
30000000,2006,495303,6.3,Idiocracy,84
2380000,2006,8176544,7.4,This Is England,101
2000000,2006,70000000,7.9,The Lives of Others,137
2000000,2006,5179037,6.3,Shortbus,101
2000000,2006,622806,6.3,Sherrybaby,96
0,2006,0,5.8,One to Another,95
0,2006,0,7.6,The Bubble,114
0,2006,0,0,Dil Jo Bhi Kahey...,0
0,2006,0,5.7,I Want Someone to Eat Cheese With,80
0,2006,0,5.7,Hatchet,83
1300000,2006,639000,5,Journey from the Fall,135
0,2006,0,6,Faith Like Potatoes,97
1000000,2006,46243000,6.7,An Inconvenient Truth,100
1000000,2006,1678874,7.2,Who Killed the Electric Car?,92
0,2006,0,6.7,Wristcutters: A Love Story,88
1000000,2006,0,4.7,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,97
1000000,2006,10018,6.2,Alone With Her,78
1000000,2006,7202,6.6,Special,81
0,2006,0,3.3,In Her Line of Fire,88
900000,2006,0,6.4,Loving Annabelle,76
0,2006,0,5.4,Jimmy and Judy,99
0,2006,0,5.3,The Pet,94
0,2006,0,6.5,London to Brighton,85
0,2006,0,8,Iraq for Sale: The War Profiteers,75
700000,2006,4911725,6.5,Half Nelson,107
0,2006,0,7.3,Wordplay,94
0,2006,0,6.9,Crazy Stone,98
0,2006,0,7,Scott Walker: 30 Century Man,95
450000,2006,973525,6.2,Conversations with Other Women,84
0,2006,0,5.9,Poultrygeist: Night of the Chicken Dead,103
0,2006,0,7,QuinceaÇñera,90
0,2006,0,6.8,51 Birch Street,90
300000,2006,0,6.3,Old Joy,73
0,2006,0,10,Little Big Top,0
100000,2006,10178331,6.6,Facing the Giants,111
0,2006,0,5,The Naked Ape,110
300000000,2007,961000000,6.9,Pirates of the Caribbean: At World's End,169
258000000,2007,890871626,5.9,Spider-Man 3,139
180000000,2007,372234864,5.8,The Golden Compass,113
140000000,2007,258022233,6.1,Rush Hour 3,91
175000000,2007,173000000,5.3,Evan Almighty,96
160000000,2007,798958165,6,Shrek the Third,93
150000000,2007,709709780,6.6,Transformers,144
150000000,2007,938212738,7.4,Harry Potter and the Order of the Phoenix,138
150000000,2007,585349010,6.9,I Am Legend,101
150000000,2007,623722818,7.5,Ratatouille,111
150000000,2007,287594577,5.7,Bee Movie,91
70000000,2007,195735876,5.5,Beowulf,115
70000000,2007,442824138,7.3,The Bourne Ultimatum,115
130000000,2007,289047763,5.4,Fantastic 4: Rise of the Silver Surfer,92
110000000,2007,228738393,5.2,Ghost Rider,114
110000000,2007,383531464,6.4,Live Free or Die Hard,128
100000000,2007,266465037,7.4,American Gangster,157
85000000,2007,149044513,5.9,Surf's Up,85
85000000,2007,340487652,6.6,Enchanted,107
85000000,2007,311312624,6.5,Ocean's Thirteen,122
65000000,2007,84785914,7.3,Zodiac,157
80000000,2007,15071514,5.7,The Invasion,99
50000000,2007,90450008,6.5,Hairspray,117
75000000,2007,119000410,6.5,Charlie Wilson's War,102
70000000,2007,86658558,6.5,The Kingdom,110
75000000,2007,527068851,6.9,The Simpsons Movie,87
70000000,2007,135560026,7.1,Stardust,127
67000000,2007,25303038,5,The Last Legion,102
53000000,2007,0,5.9,Blades of Glory,93
0,2007,253625427,5.6,Wild Hogs,100
61000000,2007,95696996,6.9,Shooter,124
60000000,2007,0,4.1,In the Name of the King: A Dungeon Siege Tale,127
60000000,2007,361366633,5.5,Alvin and the Chipmunks,92
55000000,2007,74237563,6.6,Elizabeth: The Golden Age,114
67000000,2007,25037897,6.8,Grindhouse,191
0,2007,5761917,5.4,Lucky You,124
50000000,2007,82169884,6,Hannibal Rising,121
51500000,2007,55112356,7.2,Eastern Promises,100
55000000,2007,70016220,6.9,3:10 to Yuma,122
45000000,2007,175372502,7,The Bucket List,97
45000000,2007,148412065,6.1,Resident Evil: Extinction,94
0,2007,0,7.1,Across the Universe,133
45000000,2007,4607608,6.4,Love in the Time of Cholera,139
40000000,2007,41797066,4.9,Aliens vs Predator: Requiem,94
40000000,2007,145896422,6.2,Music and Lyrics,96
40000000,2007,62771059,5.4,The Reaping,99
50000000,2007,32017803,7,Sunshine,107
20000000,2007,117760134,6.6,Disturbia,105
0,2007,0,6.6,The Hunting Party,101
40000000,2007,0,6.3,The Warlords,126
0,2007,69485490,5.8,Because I Said So,102
38000000,2007,5410749,4.3,Virgin Territory,93
34000000,2007,95608995,6,TMNT,90
35000000,2007,69307224,5.2,License to Wed,91
35000000,2007,63215872,6,Lions for Lambs,92
35000000,2007,18317151,6.6,Walk Hard: The Dewey Cox Story,96
30000000,2007,77566815,6.3,The Number 23,101
70000000,2007,53587404,4,Dragon Wars: D-War,90
30000000,2007,156835339,6.9,P.S. I Love You,126
30000000,2007,129266061,7.4,Atonement,123
30000000,2007,75505973,6.2,30 Days of Night,113
30000000,2007,16930884,5.7,88 Minutes,108
30000000,2007,14711793,7,The Assassination of Jesse James by the Coward Robert Ford,160
30000000,2007,0,7,Goodbye Bafana,140
28000000,2007,92601050,6.1,No Reservations,104
21000000,2007,54926886,6.5,We Own the Night,117
30000000,2007,219076518,6.2,Knocked Up,129
27500000,2007,24748670,6.2,Rendition,120
0,2007,0,6.8,Martian Child,106
25000000,2007,171600000,7.7,No Country for Old Men,122
60000000,2007,137587063,7,Bridge to Terabithia,96
25000000,2007,77208711,7.9,There Will Be Blood,158
25000000,2007,59192128,5.5,Good Luck Chuck,101
25000000,2007,229736344,6.1,Mr. Bean's Holiday,90
25000000,2007,66122026,7.1,August Rush,114
25000000,2007,40452643,6,War,103
0,2007,14334401,6.3,Hot Rod,88
23000000,2007,29541790,6.6,In the Valley of Elah,124
25000000,2007,94679598,6.5,1408,104
22000000,2007,147880543,6,The Game Plan,110
0,2007,0,6.7,Moliere,115
25000000,2007,92991835,6.5,Michael Clayton,119
9000000,2007,46,6.9,Death at a Funeral,90
21000000,2007,41170784,7.5,Freedom Writers,123
20000000,2007,84146832,5.8,Premonition,96
20000000,2007,86865564,3.2,Epic Movie,86
0,2007,0,5.8,Nancy Drew,99
20000000,2007,0,5.6,Georgia Rule,113
20000000,2007,22222308,7.1,Reign Over Me,124
15000000,2007,56255142,7.8,Into the Wild,148
20000000,2007,73276047,7.3,The Kite Runner,128
20000000,2007,16974459,6.5,Death Sentence,105
20000000,2007,10337477,4.7,Code Name: The Cleaner,84
20000000,2007,4001121,6.6,I'm Not There.,135
20000000,2007,0,6.3,Butterfly on a Wheel,95
18000000,2007,26527510,6.5,Mongol: The Rise of Genghis Khan,120
20000000,2007,121463226,7,Superbad,113
24000000,2007,99965753,5.9,Hitman,89
16500000,2007,37311672,6.9,Becoming Jane,120
16500000,2007,13620075,6,Sydney White,108
12000000,2007,80573774,7.4,Hot Fuzz,121
25000000,2007,0,6.4,Arn: The Knight Templar,139
16000000,2007,2849142,6.7,Things We Lost in the Fire,113
15000000,2007,55184721,6.1,Why Did I Get Married?,113
15000000,2007,30226144,6.9,The Great Debaters,126
15000000,2007,64238440,6.5,28 Weeks Later,100
15000000,2007,0,5.2,The Hills Have Eyes 2,89
15000000,2007,22730842,6.7,U2 3D,85
16000000,2007,18928871,6.7,A Mighty Heart,100
0,2007,0,5.4,Blood and Chocolate,98
0,2007,0,7,The Company,276
15000000,2007,7938872,6.3,Funny Games,112
15000000,2007,20380,5.7,The Good Night,93
13000000,2007,75511123,6.1,Stomp the Yard,114
11000000,2007,13196245,5,I Think I Love My Wife,90
14000000,2007,19777647,7.4,The Diving Bell and the Butterfly,112
13000000,2007,0,7.1,This Christmas,117
18000000,2007,57096190,6.7,The Mist,126
0,2007,0,5.9,Resurrecting the Champ,112
12000000,2007,11293663,7.1,Lars and the Real Girl,106
12000000,2007,0,6.1,Married Life,90
8000000,2007,0,6.1,The Life Before Her Eyes,90
12000000,2007,0,6.8,Trade,120
0,2007,0,5.6,St. Trinian's,101
10000000,2007,17500000,5.8,In the Land of Women,97
11000000,2007,0,5,September Dawn,110
10000000,2007,139352633,5.9,Saw IV,93
10000000,2007,20342161,5.6,Reno 911!: Miami,84
10000000,2007,33000000,6.2,"Run, Fatboy, Run",100
0,2007,0,4.9,The Brothers Solomon,93
10000000,2007,21786738,6,My Blueberry Nights,111
10000000,2007,0,3.9,Blonde Ambition,93
0,2007,0,5.6,White Noise 2: The Light,99
0,2007,0,6.4,Partition,116
9000000,2007,24538513,7.3,Sicko,123
0,2007,0,6.8,The Savages,114
9000000,2007,2955039,6,Gracie,97
86000000,2007,14373825,6.3,Awake,84
0,2007,0,6.6,Namastey London,128
0,2007,92,6.9,When Did You Last See Your Father?,92
8000000,2007,458232,5.8,Brooklyn Rules,99
22000000,2007,413454,5.8,The Death and Life of Bobby Z,97
10200000,2007,35619521,5.6,Hostel: Part II,93
0,2007,0,6,Ta Ra Rum Pum,156
7300000,2007,0,7.7,Persepolis,95
7500000,2007,231411584,7,Juno,96
0,2007,0,3.8,Who's Your Caddy?,93
0,2007,7000000,6.1,High School Musical 2,104
4000000,2007,0,7.8,Elite Squad,115
0,2007,8159508,7.5,Control,121
6000000,2007,18197398,4.4,Daddy Day Camp,89
0,2007,0,4.9,The Ten,96
0,2007,0,6,"Gandhi, My Father",136
5000000,2007,782102,6.2,Redacted,90
0,2007,0,1,All Hat,89
4600000,2007,0,5.7,Savage Grace,97
0,2007,44000000,7.1,The Orphanage,105
4000000,2007,2426851,6.2,You Kill Me,90
4000000,2007,0,5.7,Purple Violets,103
2000000,2007,5364858,5.4,Diary of the Dead,95
2600000,2007,553198,7,Timecrimes,92
2600000,2007,0,5.2,Timber Falls,97
0,2007,0,5.2,Brick Lane,102
2500000,2007,71904,7.1,Eye of the Dolphin,100
0,2007,0,6.2,The Last Sin Eater,117
0,2007,0,5.7,Jack Brooks: Monster Slayer,85
1500000,2007,30448000,7.1,[REC],78
2000000,2007,1431623,7.2,No End in Sight,102
2000000,2007,0,7.6,In the Shadow of the Moon,109
0,2007,0,5.2,Teeth,94
0,2007,0,5.8,Rockaway,76
0,2007,0,5.9,Slacker Uprising,102
0,2007,0,5.3,Sublime,113
0,2007,0,6.8,Caramel,96
2000000,2007,22179430,6.7,Waitress,108
1500000,2007,173066,5.9,My Name Is Bruce,86
1200000,2007,0,0,Certifiably Jonathan,85
1000000,2007,274661,6.6,Taxi to the Dark Side,106
0,2007,0,5,And Then Came Love,90
852510,2007,1185783,7.3,"4 Months, 3 Weeks and 2 Days",113
0,2007,0,6.5,The Hammer,88
0,2007,0,6.5,Aqua Teen Hunger Force Colon Movie Film for Theaters,86
0,2007,0,0,Carousel of Revenge,103
0,2007,0,4.9,Finishing The Game,84
0,2007,0,4.2,Kiss the Bride,100
